Queue Number,Name,Commercial Name,State,County,Status,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Project Type,Fuel,Project (AC/DC),Rights (MW),Initial Study,Feasibility Study,Feasibility Study Status,System Impact Study,System Impact Study Status,Facilities Study,Facilities Study Status,Interim Interconnection Service Agreement,Interim/Interconnection Service Agreement Status,Wholesale Market Participation Agreement,Construction Service Agreement,Construction Service Agreement Status,Upgrade Construction Service Agreement,Upgrade Construction Service Agreement Status,Backfeed Date,Queue Date,Long-Term Firm Service Start Date,Long-Term Firm Service End Date,Test Energy Date,Withdrawal Date,Withdrawn Remarks,Projected In Service Date,Revised In Service Date,Actual In Service Date,Attachment Type,Alternate Queue,Sliding Queue
Y3-083 4554680,MECS-PJM,,N/A,N/A,Withdrawn,CMS Energy Resource Management Company,250,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4554680_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4554680_ltf2.pdf,Executed Agreement and/or Study,,Withdrawn,,N/A,N/A,,,,,,4/22/2013,6/1/2016,6/1/2017,,5/12/2015,,,,,FF,No,
Y3-084 4555130,AMIL-PJM,,N/A,N/A,Retracted,"Biogas Energy Solutions, LLC",4,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4555130_ltf1.pdf,,,,Withdrawn,,,,N/A,N/A,,,,,,4/24/2013,6/1/2014,6/1/2019,,6/11/2013,,,,,FF,No,
Y3-085 4555141,AMIL-PJM,,N/A,N/A,Retracted,"Biogas Energy Solutions, LLC",4,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4555141_ltf1.pdf,,,,Withdrawn,,,,N/A,N/A,,,,,,4/24/2013,6/1/2014,6/1/2019,,6/11/2013,,,,,FF,No,
Y3-086 4555143,MEC-PJM,,N/A,N/A,Retracted,"Biogas Energy Solutions, LLC",4,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4555143_ltf1.pdf,,,,Withdrawn,,,,N/A,N/A,,,,,,4/24/2013,6/1/2014,6/1/2019,,6/11/2013,,,,,FF,No,
Y3-087,Beaverbrook 13kV,Beaverbrook (Kinsley Solar),NJ,Gloucester,In Service,PSEG,3.8,3.8,1.44,3.8,Capacity,Generation Interconnection,Solar,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3087_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3087_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/y3_087_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/y3_087_csa.pdf,Document Posted,N/A,N/A,,4/26/2013,N/A,N/A,,,,6/30/2015,,1/14/2015,N,No,
Y3-088,Kendall I,Kendall Energy Center,IL,Grundy,In Service,ComEd,1158.8,20,20,20,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3088_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3088_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/y3088_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/y3_088_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,4/26/2013,N/A,N/A,,,,12/1/2015,12/1/2015,5/23/2017,N,No,
Y3-089,Kendall II,Kendall Energy Center,IL,Grundy,In Service,ComEd,1178.8,20,20,20,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3089_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3089_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/y3089_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/y3_089_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,4/26/2013,N/A,N/A,,,,12/1/2015,12/1/2015,5/23/2017,N,No,
Y3-090,Kendall III,Kendall Energy Center,IL,Grundy,In Service,ComEd,1198.8,20,20,20,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3090_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3090_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/y3090_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/y3_090_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,4/26/2013,N/A,N/A,,,,12/1/2015,12/1/2015,5/23/2017,N,No,
Y3-091,Kendall IV,Kendall Energy Center,IL,Grundy,In Service,ComEd,1218.8,20,20,20,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3091_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3091_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/y3091_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/y3_091_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,4/26/2013,N/A,N/A,,,,12/1/2015,12/1/2015,5/23/2017,N,No,
Y3-092,Erie West 345kV,ITC Lake Erie Connector,PA,Erie,Suspended,PENELEC,1000,,,,Energy,Merchant Transmission,,DC,F/TIR 1000; NF/TWR 1000,N/A,https://www.pjm.com/pub/planning/project-queues/merch-feas_docs/y3092_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/merch-impact-studies/y3092_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/merch-facilities/y3092_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/merch-isa/y3_092_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/merch-csa/y3_092_csa.pdf,Document Posted,N/A,N/A,,4/26/2013,N/A,N/A,,,,3/31/2024,3/31/2024,,S,No,
Y3-093,Erie West 345kV,,PA,Erie,Withdrawn,PENELEC,1000,,,,Energy,Merchant Transmission,,DC,F/TIR 1000; F/TWR 1000,N/A,https://www.pjm.com/pub/planning/project-queues/merch-feas_docs/y3093_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,4/26/2013,N/A,N/A,,10/9/2013,Customer Initiated Withdrawal,1/1/2017,1/1/2017,,S,No,
Y3-094 4556115,CIN-PJM,,N/A,N/A,Annulled,"Union Power Partners, L.P.",223,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4556115_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4556115_ltf2.pdf,Executed Agreement and/or Study,,Not Required,,N/A,N/A,,,,,,4/29/2013,6/1/2017,6/1/2022,,8/23/2016,,,,,FF,No,
Y3-095,Centreville 12kV,,MD,Queen Anne's,Withdrawn,DPL,2,2,0,,Energy,Generation Interconnection,Solar,,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,4/29/2013,N/A,N/A,,5/24/2013,Customer Initiated Withdrawal,9/25/2013,,,N,No,
Y3-096,Hanging Rock 765kV,,OH,Lawrence,Withdrawn,AEP,10,10,0,,Energy,Generation Interconnection,Storage,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3096_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,4/29/2013,N/A,N/A,,4/23/2015,Customer Initiated Withdrawal,3/31/2015,3/31/2015,,N,No,
Y3-097,Trent (Jug St.) 34.5kV,,OH,Delaware,Withdrawn,AEP,4,4,0,,Energy,Generation Interconnection,Storage,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3097_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3097_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,Not Required,N/A,N/A,,4/29/2013,N/A,N/A,,9/29/2014,Customer Initiated Withdrawal,9/30/2015,,,N,Yes,
Y3-098,Printz,,PA,Delaware,Withdrawn,PECO,735,735,735,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3098_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,4/29/2013,N/A,N/A,,9/26/2013,Customer Initiated Withdrawal,10/1/2017,,,N,No,
Y3-099,Beckjord 2 MW-1,Beckjord Battery #1,OH,Clermont,In Service,DEOK,2,2,0,2,Energy,Generation Interconnection,Storage,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3099_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3099_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/y3_099_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/y3_099_csa.pdf,Document Posted,N/A,N/A,,4/29/2013,N/A,N/A,,,,5/1/2015,5/1/2015,1/21/2015,N,No,
Y3-100,Beckjord 2 MW-2,Beckjord Battery #2,OH,Clermont,Deactivated,DEOK,2,2,0,2,Energy,Generation Interconnection,Storage,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3100_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3100_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/y3_100_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/y3_100_csa.pdf,Document Posted,N/A,N/A,,4/29/2013,N/A,N/A,,,,10/1/2015,10/1/2015,11/1/2015,N,No,
Y3-101,Cedar 12kV,,NJ,Ocean,Withdrawn,AEC,5.7,5.7,1.9,,Capacity,Generation Interconnection,Solar,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3101_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3101_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,4/29/2013,N/A,N/A,,9/30/2013,Customer Initiated Withdrawal,12/31/2014,,,N,No,
Y3-102,Rock Springs 500kV,Wildcat Point,MD,Cecil,In Service,Essential Power,1000,166,135,166,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3102_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3102_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/y3_102_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/y3_102_csa.pdf,Document Posted,N/A,N/A,,4/30/2013,N/A,N/A,,,,8/21/2017,8/21/2017,7/27/2017,N,No,
Y3-103,Valley-Raccoon 138kV,Pennsylvania Chemicals Generating Facility,PA,Beaver,Partially in Service - Under Construction,DL,205,205,97,105,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3103_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3103_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/y3103_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/y3_103_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/y3_103_csa.pdf,Document Posted,N/A,N/A,11/12/2019,4/30/2013,N/A,N/A,6/1/2021,,,11/30/2021,11/30/2021,6/22/2021,N,No,
Y3-104,Sullivan Trail-Stanton 69kV,,PA,Luzerne,Withdrawn,PPL,20,20,0,,Energy,Generation Interconnection,Storage,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3104_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3104_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/y3104_fac.pdf,Document Posted,,Withdrawn,N/A,,Withdrawn,N/A,N/A,,4/30/2013,N/A,N/A,,1/22/2015,Customer Milestone Not Met,1/1/2015,,,N,No,
Y3-105,Belvidere-Gilbert-115kV,,NJ,Warren,Withdrawn,JCPL,20,20,0,,Energy,Generation Interconnection,Storage,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3105_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,4/30/2013,N/A,N/A,,10/1/2013,Customer Milestone Not Met,1/1/2015,,,N,No,
Y3-106,Belleville-Rutland 138kV,Belleville Hydroelectric Plant,WV,Wood,In Service,AEP,49,7,7,3,Capacity,Generation Interconnection,Hydro,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3106_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3106_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/y3_106_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,4/30/2013,N/A,N/A,,,,12/31/2014,12/31/2014,12/31/2014,N,No,
Y3-107,Bergen 230kV,,NJ,Bergen,In Service,PSEG,1220,35,45,35,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3107_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3107_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/y3107_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/y3_107_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,4/30/2013,N/A,N/A,,,,4/1/2015,,10/29/2015,N,No,
Y3-108,Linden 230kV,,NJ,Union,Withdrawn,PSEG,1420,110,107,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3108_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,4/30/2013,N/A,N/A,,11/20/2013,Customer Initiated Withdrawal,3/1/2014,,,N,No,
Y3-109,Nyswaner 25kV,Red Glen Generator,PA,Washington,Withdrawn,APS,19.9,19.9,19.9,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3109_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3109_imp.pdf,Document Posted,,Not Required,N/A,Wholesale Market Participation Agreement,https://www.pjm.com/pub/planning/project-queues/wmpa/y3109_wmpa.pdf,,Not Required,N/A,N/A,,4/30/2013,N/A,N/A,,1/25/2018,,12/31/2016,12/31/2016,,N,Yes,
Y3-110,North Salisbury-Worcester 69kV,,MD,Wicomico,Withdrawn,DPL,15.7,15.7,15.7,,Capacity,Generation Interconnection,Biomass,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3110_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,4/30/2013,N/A,N/A,,10/9/2013,Customer Initiated Withdrawal,12/31/2016,,,N,No,
Y3-111,Harborcreek Township 34kV,,PA,Erie,Withdrawn,PENELEC,18.7,18.7,2.4,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3111_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,4/30/2013,N/A,N/A,,9/22/2013,Customer Milestone Not Met,4/1/2014,,,N,No,
Y3-112,Butler-Shanor Manor 138kV,,PA,Armstrong,Withdrawn,APS,43,,,,Energy,Merchant Transmission,,AC,,N/A,https://www.pjm.com/pub/planning/project-queues/merch-feas_docs/y3112_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/merch-impact-studies/y3112_imp.pdf,Document Posted,,Not Required,,Not Required,N/A,,Withdrawn,N/A,N/A,,4/30/2013,N/A,N/A,,4/25/2014,Customer Initiated Withdrawal,6/1/2017,,,S,No,
Y3-113,Russell Hill-W. Meshoppen,,PA,Wyoming,Withdrawn,PENELEC,10,3.4,3.4,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3113_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,4/30/2013,N/A,N/A,,7/25/2013,Customer Initiated Withdrawal,9/1/2014,,,N,No,
Y3-114,,,N/A,N/A,Withdrawn,PENELEC,19.9,,,,Energy,Generation Interconnection,Natural Gas,,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,4/30/2013,N/A,N/A,,4/30/2013,Customer Initiated Withdrawal,,,,N,No,
Y3-115 4556438,PJM-WEC,,N/A,N/A,Withdrawn,Invenergy LLC,250,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4556438_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4556438_ltf2.pdf,Executed Agreement and/or Study,,Withdrawn,,N/A,N/A,,,,,,4/30/2013,6/1/2015,6/1/2020,,5/1/2014,,,,,FF,No,
Y3-116 4556441,PJM-AMIL,,N/A,N/A,Retracted,Invenergy LLC,75,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4556441_ltf1.pdf,,,,Withdrawn,,,,N/A,N/A,,,,,,4/30/2013,6/1/2015,6/1/2020,,7/10/2013,,,,,FF,No,
Y3-117 4556443,PJM-NIPS,,N/A,N/A,Retracted,Invenergy LLC,175,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4556443_ltf1.pdf,,,,Withdrawn,,,,N/A,N/A,,,,,,4/30/2013,6/1/2015,6/1/2020,,7/10/2013,,,,,FF,No,
Y3-118 4556445,PJM-AMIL,,N/A,N/A,Retracted,Invenergy LLC,250,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4556445_ltf1.pdf,,,,Withdrawn,,,,N/A,N/A,,,,,,4/30/2013,6/1/2015,6/1/2020,,7/10/2013,,,,,FF,No,
Y3-119,E. Lynchburg-Peaks View 34.5kV,,VA,City of Lynchburg,Withdrawn,AEP,19,19,7,,Capacity,Generation Interconnection,Wood,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3119_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/y3119_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,Withdrawn,N/A,N/A,,4/30/2013,N/A,N/A,,11/12/2014,Customer Milestone Not Met,9/30/2015,,,N,Yes,
Y3-120,Conowingo 230kV,,MD,Harford,Withdrawn,PECO,617,45,45,,Capacity,Generation Interconnection,Hydro,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/y3120_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,4/30/2013,N/A,N/A,,9/27/2013,Customer Initiated Withdrawal,6/1/2016,,,N,No,
Z1-001,Blairsville East-Social Hall 138kV,,PA,Westmoreland,Withdrawn,APS,15.7,,,,Energy,Merchant Transmission,,,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,5/2/2013,N/A,N/A,,9/3/2013,Customer Initiated Withdrawal,12/31/2014,,,S,No,
Z1-002 4558624,DUK-PJM,,N/A,N/A,Retracted,"Calpine Energy Services, L.P.",409,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4558624_ltf1.pdf,,,,Withdrawn,,,,N/A,N/A,,,,,,5/8/2013,6/1/2017,6/1/2022,,7/30/2013,,,,,FF,No,
Z1-003 4558888,NYIS-PJM,,N/A,N/A,Retracted,Castleton Commodities Merchant Trading L.P. ,600,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,5/9/2013,1/1/2016,1/1/2023,,5/30/2013,,,,,FF,No,
Z1-004,,,N/A,N/A,Withdrawn,Unknown,,,,,Energy,Merchant Transmission,,,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,5/10/2013,N/A,N/A,,5/14/2013,Queue Not Required,,,,S,No,
Z1-005 4559728,ALTE-PJM,,N/A,N/A,Retracted,"Calpine Energy Services, L.P.",312,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4559728_ltf1.pdf,,,,Withdrawn,,,,N/A,N/A,,,,,,5/13/2013,6/1/2014,6/1/2015,,7/30/2013,,,,,FF,No,
Z1-006,NIPSCO-BOCGASE2,,N/A,N/A,Withdrawn,AEP,25,,,,Energy,Upgrade Request,,,,N/A,,,https://www.pjm.com/pub/planning/project-queues/arr-impact-studies/z1006_arr-imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,7/21/2014,N/A,N/A,,5/29/2015,,,,,EE,No,
Z1-007 4561037,CIN-PJM,,N/A,N/A,Annulled,"American Municipal Power, Inc.",87,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4561037_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4561037_ltf2.pdf,Executed Agreement and/or Study,,,,N/A,N/A,,,,,,5/17/2013,6/1/2017,6/1/2022,,2/21/2017,,,,,FF,No,
Z1-008 4561044,LGEE-PJM,,N/A,N/A,Retracted,"American Municipal Power, Inc.",59,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,5/17/2013,6/1/2016,6/1/2021,,6/30/2013,,,,,FF,No,
Z1-009 4561079,NIPS-PJM,,N/A,N/A,Retracted,NRG Power Marketing LLC,300,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,5/17/2013,1/1/2015,1/1/2023,,6/30/2013,,,,,FF,No,
Z1-010 4561082,NIPS-PJM,,N/A,N/A,Retracted,NRG Power Marketing LLC,40,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,5/17/2013,6/1/2017,6/1/2023,,6/30/2013,,,,,FF,No,
Z1-011 4561084,CIN-PJM,,N/A,N/A,Retracted,NRG Power Marketing LLC,40,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,5/17/2013,6/1/2016,6/1/2023,,6/30/2013,,,,,FF,No,
Z1-012 4561085,CIN-PJM,,N/A,N/A,Retracted,NRG Power Marketing LLC,600,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,5/17/2013,1/1/2016,1/1/2023,,6/7/2013,,,,,FF,No,
Z1-013 4561088,AMIL-PJM,,N/A,N/A,Retracted,NRG Power Marketing LLC,44,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,5/17/2013,6/1/2016,6/1/2022,,6/7/2013,,,,,FF,No,
Z1-014 4561089,ALTE-PJM,,N/A,N/A,Retracted,NRG Power Marketing LLC,300,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,5/17/2013,1/1/2016,1/1/2021,,6/7/2013,,,,,FF,No,
Z1-015,"Springdale 3, 4, 5",Springdale,PA,Allegheny,In Service,APS,590,0,26,0,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1015_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1015_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/z1_015_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,5/20/2013,N/A,N/A,,,,6/1/2015,,1/21/2015,N,No,
Z1-016,Hanna-Juniper 345kV,,OH,Portage,Withdrawn,ComEd,140,,,,Energy,Merchant Transmission,,,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,5/24/2013,N/A,N/A,,6/13/2013,Queue Not Required,,,,S,No,
Z1-017,Limerick-Peach Bottom,,PA,Montgomery,Withdrawn,PECO,181,,,,Energy,Merchant Transmission,,AC,,N/A,https://www.pjm.com/pub/planning/project-queues/merch-feas_docs/z1017_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/merch-impact-studies/z1017_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,5/24/2013,N/A,N/A,,2/20/2014,Customer Milestone Not Met,6/1/2014,,,S,No,
Z1-018,Richland III 138kV,,OH,Defiance,Withdrawn,ATSI,591,591,591,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1018_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,5/29/2013,N/A,N/A,,4/1/2014,Customer Initiated Withdrawal,5/15/2016,,,N,No,
Z1-019 4566427,NYIS-PJM,,N/A,N/A,Withdrawn,Castleton Commodities Merchant Trading L.P. ,600,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4566427_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4566427_ltf2.pdf,Executed Agreement and/or Study,,Not Required,,N/A,N/A,,,,,,6/5/2013,1/1/2016,1/1/2023,,6/18/2018,,,,,FF,No,
Z1-020,Richland I 138kV,,OH,Defiance,Withdrawn,ATSI,48,15,15,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1020_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,6/4/2013,N/A,N/A,,4/22/2014,Customer Milestone Not Met,4/30/2014,,,N,No,
Z1-021,Richland II 138kV,,OH,Defiance,Withdrawn,ATSI,390,36,36,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1021_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,6/4/2013,N/A,N/A,,4/22/2014,Customer Milestone Not Met,4/30/2014,,,N,No,
Z1-022,Stryker 138kV,,OH,Defiance,Withdrawn,ATSI,22,5,5,,Capacity,Generation Interconnection,Oil,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1022_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,6/4/2013,N/A,N/A,,4/1/2014,Customer Initiated Withdrawal,4/30/2014,,,N,No,
Z1-023 4566738,TVA-PJM,,N/A,N/A,Withdrawn,NRG Power Marketing LLC,300,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4566738_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4566738_ltf2.pdf,Executed Agreement and/or Study,,Withdrawn,,N/A,N/A,,,,,,6/6/2013,1/1/2016,1/1/2024,,5/12/2014,,,,,FF,No,
Z1-024 4566952,PJM-AMIL,,N/A,N/A,Withdrawn,NRG Power Marketing LLC,100,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,6/7/2013,,,,6/30/2013,,,,,FF,No,
Z1-025 4566958,CIN-PJM,,N/A,N/A,Withdrawn,NRG Power Marketing LLC,206,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4566958_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4566958_ltf2.pdf,Executed Agreement and/or Study,,Not Required,,N/A,N/A,,,,,,6/7/2013,6/1/2017,6/1/2022,,2/1/2019,,,,,FF,No,
